Date,Close
04/27/12,5190.6
04/26/12,5189
04/25/12,5202
04/24/12,5222.65
04/23/12,5200.6
04/20/12,5290.85
04/19/12,5332.4
04/18/12,5300
04/17/12,5289.7
04/16/12,5226.2
04/13/12,5207.45
04/12/12,5276.85
04/11/12,5226.85
04/10/12,5243.6
04/09/12,5234.4
04/04/12,5322.9
04/03/12,5358.5
04/02/12,5317.9
03/30/12,5295.55
03/29/12,5178.85
03/28/12,5194.75
03/27/12,5243.15
03/26/12,5184.25
03/23/12,5278.2
03/22/12,5228.45
03/21/12,5364.95
03/20/12,5274.85
03/19/12,5257.05
03/16/12,5317.9
03/15/12,5380.5
03/14/12,5463.9
03/13/12,5429.5
03/12/12,5359.55
03/09/12,5333.55
03/07/12,5220.45
03/06/12,5222.4
03/05/12,5280.35
03/03/12,5359.4
03/02/12,5359.35
03/01/12,5339.75
02/29/12,5385.2
02/28/12,5375.5
02/27/12,5281.2
02/24/12,5429.3
02/23/12,5483.3
02/22/12,5505.35
02/21/12,5607.15
02/17/12,5564.3
02/16/12,5521.95
02/15/12,5531.95
02/14/12,5416.05
02/13/12,5390.2
02/10/12,5381.6
02/09/12,5412.35
02/08/12,5368.15
02/07/12,5335.15
02/06/12,5361.65
02/03/12,5325.85
02/02/12,5269.9
02/01/12,5235.7
01/31/12,5199.25
01/30/12,5087.3
01/27/12,5204.7
01/25/12,5158.3
01/24/12,5127.35
01/23/12,5046.25
01/20/12,5048.6
01/19/12,5018.4
01/18/12,4955.8
01/17/12,4967.3
01/16/12,4873.9
01/13/12,4866
01/12/12,4831.25
01/11/12,4860.95
01/10/12,4849.55
01/09/12,4742.8
01/07/12,4746.9
01/06/12,4754.1
01/05/12,4749.95
01/04/12,4749.65
01/03/12,4765.3
01/02/12,4636.75
12/30/11,4624.3
12/29/11,4646.25
12/28/11,4705.8
12/27/11,4750.5
12/26/11,4779
12/23/11,4714
12/22/11,4733.85
12/21/11,4693.15
12/20/11,4544.2
12/19/11,4613.1
12/16/11,4651.6
12/15/11,4746.35
12/14/11,4763.25
12/13/11,4800.6
12/12/11,4764.6
12/09/11,4866.7
12/08/11,4943.65
12/07/11,5062.6
12/05/11,5039.15
12/02/11,5050.15
12/01/11,4936.85
11/30/11,4832.05
11/29/11,4805.1
11/28/11,4851.3
11/25/11,4710.05
11/24/11,4756.45
11/23/11,4706.45
11/22/11,4812.35
11/21/11,4778.35
11/18/11,4905.8
11/17/11,4934.75
11/16/11,5030.45
11/15/11,5068.5
11/14/11,5148.35
11/11/11,5168.85
11/09/11,5221.05
11/08/11,5289.35
11/04/11,5284.2
11/03/11,5265.75
11/02/11,5258.45
11/01/11,5257.95
10/31/11,5326.6
10/28/11,5360.7
10/26/11,5201.8
10/25/11,5191.6
10/24/11,5098.35
10/21/11,5049.95
10/20/11,5091.9
10/19/11,5139.15
10/18/11,5037.5
10/17/11,5118.25
10/14/11,5132.3
10/13/11,5077.85
10/12/11,5099.4
10/11/11,4974.35
10/10/11,4979.6
10/07/11,4888.05
10/05/11,4751.3
10/04/11,4772.15
10/03/11,4849.5
09/30/11,4943.25
09/29/11,5015.45
09/28/11,4945.9
09/27/11,4971.25
09/26/11,4835.4
09/23/11,4867.75
09/22/11,4923.65
09/21/11,5133.25
09/20/11,5140.2
09/19/11,5031.95
09/16/11,5084.25
09/15/11,5075.7
09/14/11,5012.55
09/13/11,4940.95
09/12/11,4946.8
09/09/11,5059.45
09/08/11,5153.25
09/07/11,5124.65
09/06/11,5064.3
09/05/11,5017.2
09/02/11,5040
08/30/11,5001
08/29/11,4919.6
08/26/11,4747.8
08/25/11,4839.6
08/24/11,4888.9
08/23/11,4948.9
08/22/11,4898.8
08/19/11,4845.65
08/18/11,4944.15
08/17/11,5056.6
08/16/11,5035.8
08/12/11,5072.95
08/11/11,5138.3
08/10/11,5161
08/09/11,5072.85
08/08/11,5118.5
08/05/11,5211.25
08/04/11,5331.8
08/03/11,5404.8
08/02/11,5456.55
08/01/11,5516.8
07/29/11,5482
07/28/11,5487.75
07/27/11,5546.8
07/26/11,5574.85
07/25/11,5680.3
07/22/11,5633.95
07/21/11,5541.6
07/20/11,5567.05
07/19/11,5613.55
07/18/11,5567.05
07/15/11,5581.1
07/14/11,5599.8
07/13/11,5585.45
07/12/11,5526.15
07/11/11,5616.1
07/08/11,5660.65
07/07/11,5728.95
07/06/11,5625.45
07/05/11,5632.1
07/04/11,5650.5
07/01/11,5627.2
06/30/11,5647.4
06/29/11,5600.45
06/28/11,5545.3
06/27/11,5526.6
06/24/11,5471.25
06/23/11,5320
06/22/11,5278.3
06/21/11,5275.85
06/20/11,5257.9
06/17/11,5366.4
06/16/11,5396.75
06/15/11,5447.5
06/14/11,5500.5
06/13/11,5482.8
06/10/11,5485.8
06/09/11,5521.05
06/08/11,5526.85
06/07/11,5556.15
06/06/11,5532.05
06/03/11,5516.75
06/02/11,5550.35
06/01/11,5592
05/31/11,5560.15
05/30/11,5473.1
05/27/11,5476.1
05/26/11,5412.35
05/25/11,5348.95
05/24/11,5394.85
05/23/11,5386.55
05/20/11,5486.35
05/19/11,5428.1
05/18/11,5420.6
05/17/11,5438.95
05/16/11,5499
05/13/11,5544.75
05/12/11,5486.15
05/11/11,5565.05
05/10/11,5541.25
05/09/11,5551.1
05/06/11,5551.45
05/05/11,5459.85
05/04/11,5537.15
05/03/11,5565.25
05/02/11,5701.3
04/29/11,5749.5
04/28/11,5785.45
04/27/11,5833.9
04/26/11,5868.4
04/25/11,5874.5
04/21/11,5884.7
04/20/11,5851.65
04/19/11,5740.75
04/18/11,5729.1
04/15/11,5824.55
04/13/11,5911.5
04/11/11,5785.7
04/08/11,5842
04/07/11,5885.7
04/06/11,5891.75
04/05/11,5910.05
04/04/11,5908.45
04/01/11,5826.05
03/31/11,5833.75
03/30/11,5787.65
03/29/11,5736.35
03/28/11,5687.25
03/25/11,5654.25
03/24/11,5522.4
03/23/11,5480.25
03/22/11,5413.85
03/21/11,5364.75
03/18/11,5373.7
03/17/11,5446.65
03/16/11,5511.15
03/15/11,5449.65
03/14/11,5531.5
03/11/11,5445.45
03/10/11,5494.4
03/09/11,5531
03/08/11,5520.8
03/07/11,5463.15
03/04/11,5538.75
03/03/11,5536.2
03/01/11,5522.3
02/28/11,5333.25
02/25/11,5303.55
02/24/11,5262.7
02/23/11,5437.35
02/22/11,5469.2
02/21/11,5518.6
02/18/11,5458.95
02/17/11,5546.45
02/16/11,5481.7
02/15/11,5481
02/14/11,5456
02/11/11,5310
02/10/11,5225.8
02/09/11,5253.55
02/08/11,5312.55
02/07/11,5396
02/04/11,5395.75
02/03/11,5526.75
02/02/11,5432
02/01/11,5417.2
01/31/11,5505.9
01/28/11,5512.15
01/27/11,5604.3
01/25/11,5687.4
01/24/11,5743.25
01/21/11,5696.5
01/20/11,5711.6
01/19/11,5691.05
01/18/11,5724.05
01/17/11,5654.75
01/14/11,5654.55
01/13/11,5751.9
01/12/11,5863.25
01/11/11,5754.1
01/10/11,5762.85
01/07/11,5904.6
01/06/11,6048.25
01/05/11,6079.8
01/04/11,6146.35
01/03/11,6157.6
12/31/10,6134.5
12/30/10,6101.85
12/29/10,6060.35
12/28/10,5996
12/27/10,5998.1
12/24/10,6011.6
12/23/10,5980
12/22/10,5984.4
12/21/10,6000.65
12/20/10,5947.05
12/16/10,5948.75
12/15/10,5892.3
12/14/10,5944.1
12/13/10,5907.65
12/10/10,5857.35
12/09/10,5766.5
12/08/10,5903.7
12/07/10,5976.55
12/06/10,5992.25
12/03/10,5992.8
12/02/10,6011.7
12/01/10,5960.9
11/30/10,5862.7
11/29/10,5830
11/26/10,5751.95
11/25/10,5799.75
11/24/10,5865.75
11/23/10,5934.75
11/22/10,6010
11/19/10,5890.3
11/18/10,5998.8
11/16/10,5988.7
11/15/10,6121.6
11/12/10,6071.65
11/11/10,6194.25
11/10/10,6275.7
11/09/10,6301.55
11/08/10,6273.2
11/05/10,6312.45
11/04/10,6281.8
11/03/10,6160.5
11/02/10,6119
11/01/10,6117.55
10/29/10,6017.7
10/28/10,5987.7
10/27/10,6012.65
10/26/10,6082
10/25/10,6105.8
10/22/10,6066.05
10/21/10,6101.5
10/20/10,5982.1
10/19/10,6027.3
10/18/10,6075.95
10/15/10,6062.65
10/14/10,6177.35
10/13/10,6233.9
10/12/10,6090.9
10/11/10,6135.85
10/08/10,6103.45
10/07/10,6120.3
10/06/10,6186.45
10/05/10,6145.8
10/04/10,6159.45
10/01/10,6143.4
09/30/10,6029.95
09/29/10,5991.3
09/28/10,6029.5
09/27/10,6035.65
09/24/10,6018.3
09/23/10,5959.55
09/22/10,5991
09/21/10,6009.05
09/20/10,5980.45
09/17/10,5884.95
09/16/10,5828.7
09/15/10,5860.95
09/14/10,5795.55
09/13/10,5760
09/09/10,5640.05
09/08/10,5607.85
09/07/10,5604
09/06/10,5576.95
09/03/10,5479.4
09/02/10,5486.15
09/01/10,5471.85
08/31/10,5402.4
08/30/10,5415.45
08/27/10,5408.7
08/26/10,5477.9
08/25/10,5462.35
08/24/10,5505.1
08/23/10,5543.5
08/20/10,5530.65
08/19/10,5540.2
08/18/10,5479.15
08/17/10,5414.15
08/16/10,5418.3
08/13/10,5452.1
08/12/10,5416.45
08/11/10,5420.6
08/10/10,5460.7
08/09/10,5486.15
08/06/10,5439.25
08/05/10,5447.1
08/04/10,5467.85
08/03/10,5439.55
08/02/10,5431.65
07/30/10,5367.6
07/29/10,5408.9
07/28/10,5397.55
07/27/10,5430.6
07/26/10,5418.6
07/23/10,5449.1
07/22/10,5441.95
07/21/10,5399.35
07/20/10,5368
07/19/10,5386.45
07/16/10,5393.9
07/15/10,5378.75
07/14/10,5386.15
07/13/10,5400.65
07/12/10,5383
07/09/10,5352.45
07/08/10,5296.85
07/07/10,5241.1
07/06/10,5289.05
07/05/10,5235.9
07/02/10,5237.1
07/01/10,5251.4
06/30/10,5312.5
06/29/10,5256.15
06/28/10,5333.5
06/25/10,5269.05
06/24/10,5320.6
06/23/10,5323.15
06/22/10,5316.55
06/21/10,5353.3
06/18/10,5262.6
06/17/10,5274.85
06/16/10,5233.35
06/15/10,5222.35
06/14/10,5197.7
06/11/10,5119.35
06/10/10,5078.6
06/09/10,5000.3
06/08/10,4987.1
06/07/10,5034
06/04/10,5135.5
06/03/10,5110.5
06/02/10,5019.85
06/01/10,4970.2
05/31/10,5086.3
05/28/10,5066.55
05/27/10,5003.1
05/26/10,4917.4
05/25/10,4806.75
05/24/10,4943.95
05/21/10,4931.15
05/20/10,4947.6
05/19/10,4919.65
05/18/10,5066.2
05/17/10,5059.9
05/14/10,5093.5
05/13/10,5178.9
05/12/10,5156.65
05/11/10,5136.15
05/10/10,5193.6
05/07/10,5018.05
05/06/10,5090.85
05/05/10,5124.9
05/04/10,5148.5
05/03/10,5222.75
04/30/10,5278
04/29/10,5254.15
04/28/10,5215.45
04/27/10,5308.35
04/26/10,5322.45
04/23/10,5304.1
04/22/10,5269.35
04/21/10,5244.9
04/20/10,5230.1
04/19/10,5203.65
04/16/10,5262.6
04/15/10,5273.6
04/13/10,5322.95
04/12/10,5339.7
04/09/10,5361.75
04/08/10,5304.45
04/07/10,5374.65
04/06/10,5366
04/05/10,5368.4
04/01/10,5290.5
03/31/10,5249.1
03/30/10,5262.45
03/29/10,5302.85
03/26/10,5282
03/25/10,5260.4
03/23/10,5225.3
03/22/10,5205.2
03/19/10,5262.8
03/18/10,5245.9
03/17/10,5231.9
03/16/10,5198.1
03/15/10,5128.9
03/12/10,5137
03/11/10,5133.4
03/10/10,5116.25
03/09/10,5101.5
03/08/10,5124
03/05/10,5088.7
03/04/10,5080.25
03/03/10,5088.1
03/02/10,5017
02/26/10,4922.3
02/25/10,4859.75
02/24/10,4858.6
02/23/10,4870.05
02/22/10,4856.4
02/19/10,4844.9
02/18/10,4887.75
02/17/10,4914
02/16/10,4855.75
02/15/10,4801.95
02/11/10,4826.85
02/10/10,4757.2
02/09/10,4792.65
02/08/10,4760.4
02/06/10,4757.25
02/05/10,4718.65
02/04/10,4845.35
02/03/10,4931.85
02/02/10,4830.1
02/01/10,4899.7
01/29/10,4882.05
01/28/10,4867.25
01/27/10,4853.1
01/25/10,5007.9
01/22/10,5036
01/21/10,5094.15
01/20/10,5221.7
01/19/10,5225.65
01/18/10,5274.85
01/15/10,5252.2
01/14/10,5259.9
01/13/10,5233.95
01/12/10,5210.4
01/11/10,5249.4
01/08/10,5244.75
01/07/10,5263.1
01/06/10,5281.8
01/05/10,5277.9
01/04/10,5232.2
12/31/09,5201.05
12/30/09,5169.45
12/29/09,5187.95
12/24/09,5178.4
12/23/09,5144.6
12/22/09,4985.85
12/21/09,4952.6
12/18/09,4987.7
12/17/09,5041.75
12/16/09,5042.05
12/15/09,5033.05
12/14/09,5105.7
12/11/09,5117.3
12/10/09,5134.65
12/09/09,5112
12/08/09,5147.95
12/07/09,5066.7
12/04/09,5108.9
12/03/09,5131.7
12/02/09,5123.25
12/01/09,5122
11/30/09,5032.7
11/27/09,4941.75
11/26/09,5005.55
11/25/09,5108.15
11/24/09,5090.55
11/23/09,5103.55
11/20/09,5052.45
11/19/09,4989
11/18/09,5054.7
11/17/09,5062.25
11/16/09,5058.05
11/13/09,4998.95
11/12/09,4952.65
11/11/09,5003.95
11/10/09,4881.7
11/09/09,4898.4
11/06/09,4796.15
11/05/09,4765.55
11/04/09,4710.8
11/03/09,4563.9
10/30/09,4711.7
10/29/09,4750.55
10/28/09,4826.15
10/27/09,4846.7
10/26/09,4970.9
10/23/09,4997.05
10/22/09,4988.6
10/21/09,5063.6
10/20/09,5114.45
10/17/09,5141.8
10/16/09,5142.15
10/15/09,5108.85
10/14/09,5118.2
10/12/09,5054.25
10/09/09,4945.2
10/08/09,5002.25
10/07/09,4985.75
10/06/09,5027.4
10/05/09,5003.2
10/01/09,5083.4
09/30/09,5083.95
09/29/09,5006.85
09/25/09,4958.95
09/24/09,4986.55
09/23/09,4969.95
09/22/09,5020.2
09/18/09,4976.05
09/17/09,4965.55
09/16/09,4958.4
09/15/09,4892.1
09/14/09,4808.6
09/11/09,4829.55
09/10/09,4819.4
09/09/09,4814.25
09/08/09,4805.25
09/07/09,4782.9
09/04/09,4680.4
09/03/09,4593.55
09/02/09,4608.35
09/01/09,4625.35
08/31/09,4662.1
08/28/09,4732.35
08/27/09,4688.2
08/26/09,4680.85
08/25/09,4659.35
08/24/09,4642.8
08/21/09,4528.8
08/20/09,4453.45
08/19/09,4394.1
08/18/09,4458.9
08/17/09,4387.9
08/14/09,4580.05
08/13/09,4605
08/12/09,4457.5
08/11/09,4471.35
08/10/09,4437.65
08/07/09,4481.4
08/06/09,4585.5
08/05/09,4694.15
08/04/09,4680.5
08/03/09,4711.4
07/31/09,4636.45
07/30/09,4571.45
07/29/09,4513.5
07/28/09,4564.1
07/27/09,4572.3
07/24/09,4568.55
07/23/09,4523.75
07/22/09,4398.9
07/21/09,4469.1
07/20/09,4502.25
07/17/09,4374.95
07/16/09,4231.4
07/15/09,4233.5
07/14/09,4111.4
07/13/09,3974.05
07/10/09,4003.9
07/09/09,4080.95
07/08/09,4078.9
07/07/09,4202.15
07/06/09,4165.7
07/03/09,4424.25
07/02/09,4348.85
07/01/09,4340.9
06/30/09,4291.1
06/29/09,4390.95
06/26/09,4375.5
06/25/09,4241.85
06/24/09,4292.95
06/23/09,4247
06/22/09,4235.25
06/19/09,4313.6
06/18/09,4251.4
06/17/09,4356.15
06/16/09,4517.8
06/15/09,4484
06/12/09,4583.4
06/11/09,4637.7
06/10/09,4655.25
06/09/09,4550.95
06/08/09,4429.9
06/05/09,4586.9
06/04/09,4572.65
06/03/09,4530.7
06/02/09,4525.25
06/01/09,4529.9
05/29/09,4448.95
05/28/09,4337.1
05/27/09,4276.05
05/26/09,4116.7
05/25/09,4237.55
05/22/09,4238.5
05/21/09,4210.9
05/20/09,4270.3
05/19/09,4318.45
05/18/09,4323.15
05/15/09,3671.65
05/14/09,3593.45
05/13/09,3635.25
05/12/09,3681.1
05/11/09,3554.6
05/08/09,3620.7
05/07/09,3683.9
05/06/09,3625.05
05/05/09,3661.9
05/04/09,3654
04/29/09,3473.95
04/28/09,3362.35
04/27/09,3470
04/24/09,3480.75
04/23/09,3423.7
04/22/09,3330.3
04/21/09,3365.3
04/20/09,3377.1
04/17/09,3384.4
04/16/09,3369.5
04/15/09,3484.15
04/13/09,3382.6
04/09/09,3342.05
04/08/09,3342.95
04/06/09,3256.6
04/02/09,3211.05
04/01/09,3060.35
03/31/09,3020.95
03/30/09,2978.15
03/27/09,3108.65
03/26/09,3082.25
03/25/09,2984.35
03/24/09,2938.7
03/23/09,2939.9
03/20/09,2807.05
03/19/09,2807.15
03/18/09,2794.7
03/17/09,2757.45
03/16/09,2777.25
03/13/09,2719.25
03/12/09,2617.45
03/09/09,2573.15
03/06/09,2620.15
03/05/09,2576.7
03/04/09,2645.2
03/03/09,2622.4
03/02/09,2674.6
02/27/09,2763.65
02/26/09,2785.65
02/25/09,2762.5
02/24/09,2733.9
02/20/09,2736.45
02/19/09,2789.35
02/18/09,2776.15
02/17/09,2770.5
02/16/09,2848.5
02/13/09,2948.35
02/12/09,2893.05
02/11/09,2925.7
02/10/09,2934.5
02/09/09,2919.9
02/06/09,2843.1
02/05/09,2780.05
02/04/09,2803.05
02/03/09,2783.9
02/02/09,2766.65
01/30/09,2874.8
01/29/09,2823.95
01/28/09,2849.5
01/27/09,2771.35
01/23/09,2678.55
01/22/09,2713.8
01/21/09,2706.15
01/20/09,2796.6
01/19/09,2846.2
01/16/09,2828.45
01/15/09,2736.7
01/14/09,2835.3
01/13/09,2744.95
01/12/09,2773.1
01/09/09,2873
01/07/09,2920.4
01/06/09,3112.8
01/05/09,3121.45
01/02/09,3046.75
01/01/09,3033.45
12/31/08,2959.15
12/30/08,2979.5
12/29/08,2922.2
12/26/08,2857.25
12/24/08,2916.85
12/23/08,2968.65
12/22/08,3039.3
12/19/08,3077.5
12/18/08,3060.75
12/17/08,2954.35
12/16/08,3041.75
12/15/08,2981.2
12/12/08,2921.35
12/11/08,2920.15
12/10/08,2928.25
12/08/08,2784
12/05/08,2714.4
12/04/08,2788
12/03/08,2656.45
12/02/08,2657.8
12/01/08,2682.9
11/28/08,2755.1
11/26/08,2752.25
11/25/08,2654
11/24/08,2708.25
11/21/08,2693.45
11/20/08,2553.15
11/19/08,2635
11/18/08,2683.15
11/17/08,2799.55
11/14/08,2810.35
11/12/08,2848.45
11/11/08,2938.65
11/10/08,3148.25
11/07/08,2973
11/06/08,2892.65
11/05/08,2994.95
11/04/08,3142.1
11/03/08,3043.85
10/31/08,2885.6
10/29/08,2697.05
10/28/08,2684.6
10/27/08,2524.2
10/24/08,2584
10/23/08,2943.15
10/22/08,3065.15
10/21/08,3234.9
10/20/08,3122.8
10/17/08,3074.35
10/16/08,3269.3
10/15/08,3338.4
10/14/08,3518.65
10/13/08,3490.7
10/10/08,3279.95
10/08/08,3513.65
10/07/08,3606.6
10/06/08,3602.35
10/03/08,3818.3
10/01/08,3950.75
09/30/08,3921.2
09/29/08,3850.05
09/26/08,3985.25
09/25/08,4110.55
09/24/08,4161.25
09/23/08,4126.9
09/22/08,4223.05
09/19/08,4245.25
09/18/08,4038.15
09/17/08,4008.25
09/16/08,4074.9
09/15/08,4072.9
09/12/08,4228.45
09/11/08,4290.3
09/10/08,4400.25
09/09/08,4468.7
09/08/08,4482.3
09/05/08,4352.3
09/04/08,4447.75
09/02/08,4504
09/01/08,4348.65
08/29/08,4360
08/28/08,4214
08/27/08,4292.1
08/26/08,4337.5
08/25/08,4335.35
08/22/08,4327.45
08/21/08,4283.85
08/20/08,4415.75
08/19/08,4368.25
08/18/08,4393.05
08/14/08,4430.7
08/13/08,4529.05
08/12/08,4552.25
08/11/08,4620.4
08/08/08,4529.5
08/07/08,4523.85
08/06/08,4517.55
08/05/08,4502.85
08/04/08,4395.35
08/01/08,4413.55
07/31/08,4332.95
07/30/08,4313.55
07/29/08,4189.85
07/28/08,4332.1
07/25/08,4311.85
07/24/08,4433.55
07/23/08,4476.8
07/22/08,4240.1
07/21/08,4159.5
07/18/08,4092.25
07/17/08,3947.2
07/16/08,3816.7
07/15/08,3861.1
07/14/08,4039.7
07/11/08,4049
07/10/08,4162.2
07/09/08,4157.1
07/08/08,3988.55
07/07/08,4030
07/04/08,4016
07/03/08,3925.75
07/02/08,4093.35
07/01/08,3896.75
06/30/08,4040.55
06/27/08,4136.65
06/26/08,4315.85
06/25/08,4252.65
06/24/08,4191.1
06/23/08,4266.4
06/20/08,4347.55
06/19/08,4504.25
06/18/08,4582.4
06/17/08,4653
06/16/08,4572.5
06/13/08,4517.1
06/12/08,4539.35
06/11/08,4523.6
06/10/08,4449.8
06/09/08,4500.95
06/06/08,4627.8
06/05/08,4676.95
06/04/08,4585.6
06/03/08,4715.9
06/02/08,4739.6
05/30/08,4870.1
05/29/08,4835.3
05/28/08,4918.35
05/27/08,4859.8
05/26/08,4875.05
05/23/08,4946.55
05/22/08,5025.45
05/21/08,5117.65
05/20/08,5104.95
05/16/08,5157.7
05/15/08,5115.25
05/14/08,5011.75
05/13/08,4957.8
05/12/08,5012.65
05/09/08,4982.6
05/08/08,5081.7
05/07/08,5135.5
05/06/08,5144.65
05/05/08,5192.25
05/02/08,5228.2
04/30/08,5165.9
04/29/08,5195.5
04/28/08,5089.65
04/25/08,5111.7
04/24/08,4999.85
04/23/08,5022.8
04/22/08,5049.3
04/21/08,5037
04/17/08,4958.4
04/16/08,4887.3
04/15/08,4879.65
04/11/08,4777.8
04/10/08,4733
04/09/08,4747.05
04/08/08,4709.65
04/07/08,4761.2
04/04/08,4647
04/03/08,4771.6
04/02/08,4754.2
04/01/08,4739.55
03/31/08,4734.5
03/28/08,4942
03/27/08,4830.25
03/26/08,4828.85
03/25/08,4877.5
03/24/08,4609.85
03/19/08,4573.95
03/18/08,4533
03/17/08,4503.1
03/14/08,4745.8
03/13/08,4623.6
03/12/08,4872
03/11/08,4865.9
03/10/08,4800.4
03/07/08,4771.6
03/05/08,4921.4
03/04/08,4864.25
03/03/08,4953
02/29/08,5223.5
02/28/08,5285.1
02/27/08,5268.4
02/26/08,5270.05
02/25/08,5200.7
02/22/08,5110.75
02/21/08,5191.8
02/20/08,5154.45
02/19/08,5280.8
02/18/08,5276.9
02/15/08,5302.9
02/14/08,5202
02/13/08,4929.45
02/12/08,4838.25
02/11/08,4857
02/08/08,5120.35
02/07/08,5133.25
02/06/08,5322.55
02/05/08,5483.9
02/04/08,5463.5
02/01/08,5317.25
01/31/08,5137.45
01/30/08,5167.6
01/29/08,5280.8
01/28/08,5274.1
01/25/08,5383.35
01/24/08,5033.45
01/23/08,5203.4
01/22/08,4899.3
01/21/08,5208.8
01/18/08,5705.3
01/17/08,5913.2
