20996.53,504.49,1146.1,336.7,89.05,560.1,586.35,1763.45,299.85,385.35,96.2,3366.64,269.95,29.25,1050.7,55.55,1063.65,1028.1
20957.81,490.76,1096.55,332.15,88.1,560.85,582.1,1698.1,289.77,388.4,93.55,3328.96,264.1,29.3,1044.4,55.05,1051,1039
20708.71,489.91,1086.65,335.45,83.45,566.4,578.25,1701.45,286.03,387.5,92.55,3357.05,262.04,29.05,1049.5,54.8,1059.8,1040.05
20854.92,489.02,1040,332.25,82,571.55,591.5,1641.25,282.64,390.05,89.6,3235.95,261.84,28.75,1054.15,55.3,1057.6,1044.25
20898.01,479.67,1054.8,330.65,80.05,579.45,592.6,1663.7,287.41,390.5,91.6,3238.82,264.94,28.55,1050.05,54.3,1060.15,1042.3
20791.93,478.97,1066.55,332.3,79.95,583.25,595.55,1661.35,289.08,391.6,92.5,3125.08,265.63,28.9,1052.6,53.1,1068.05,1051.6
20534.91,468.48,1043.35,327.2,79.5,594.45,572.15,1677.4,293.6,391.1,91.3,2948.89,263.22,28.35,1054.1,52.7,1057,1067.15
20420.26,470.37,1023.4,323.65,78.1,590.4,571.05,1663,287.36,380,89.35,2854.2,262.73,28.45,1058.55,52,1042.65,1075.4
20425.02,467.43,1006.6,321.8,77.55,584.25,570.05,1657.8,284.85,382.1,89.1,2801.38,264.15,28.35,1054.15,52,1037.5,1073.95
20605.08,472.46,1001.85,327.55,77.7,587.55,573.3,1663,282.1,385.95,89.25,2720.73,266.56,28.15,1059.25,52.5,1030.95,1061.05
20217.39,476.39,1002.25,336.7,78.25,581.4,580.55,1679.75,283.72,387.3,89.95,2756.68,265.78,28.65,1067.2,53.3,1053.15,1051.9
20229.05,475.44,964,336.35,77,571.95,575.25,1639.85,273.59,384.8,86.85,2741.94,263.22,28.15,1062,51.2,1039.65,1049.05
20635.13,476.04,948.35,337.55,77.4,575.55,581.8,1647.6,266.16,387.3,88.2,2738.38,263.37,28.6,1062.35,51.6,1054.7,1012.25
20890.82,480.81,976.25,343.15,79.45,581.7,597.35,1650.75,272.26,392.85,90.75,2741.5,264.25,29.2,1065.45,52.15,1065.25,1011.4
20850.74,485.44,993.85,351.75,78.85,591.7,605.95,1682.95,272.6,400.15,92.2,2706.98,264.94,29.75,1063.95,51.85,1054.3,1031.4
20399.42,489.22,976.1,345.05,78.85,595.15,610,1629.55,274.33,402.35,92.15,2743.48,264.55,29.6,1060.25,51.6,1061.1,992.05
20194.4,482.35,939.45,339.1,78.7,580.3,599.65,1608.5,265.77,404.1,89.05,2748.22,260.37,29.65,1067.2,50.75,1075.6,982.1
20281.91,482.35,939.45,339.1,78.7,580.3,599.65,1608.5,265.77,404.1,89.05,2748.22,260.37,29.65,1067.2,50.75,1075.6,982.1
20490.96,479.32,919.25,332.2,77.85,582.9,607.8,1579.45,264,412.55,87.35,2714.8,260.22,26.9,1054.4,51.45,1081.25,966.9
20666.15,479.47,928.8,337.5,79.25,574.55,598.15,1585.2,261.49,420.95,88.2,2720.73,269.8,27.35,1062.2,52.2,1082.2,951.85
20822.77,478.43,943.6,340.2,81.45,576.15,596.9,1585.7,266.16,422.7,90.45,2766.57,294.42,27.75,1069.4,53.55,1085.75,915.55
20894.94,478.72,973.55,344,82.3,584.75,602.1,1577.9,272.75,423,91.2,2728.64,294.62,28.35,1067.65,54.6,1095.5,917
20974.79,478.97,956,348.25,82.05,589.85,605.9,1612.9,278.75,421.7,90.65,2734.58,298.01,29.35,1058.65,55.75,1108.45,921.85
21196.81,478.97,962.5,355.45,84.1,589.3,603.05,1616,277.52,424.55,92.65,2770.23,307,30.2,1067.65,55.6,1106.35,939.35
21164.52,476.59,968.6,359.65,83.45,596.85,592.75,1624.6,279.39,420.6,96.7,2788.53,311.67,29.9,1072.65,55.1,1122.2,926.4
21033.97,479.97,981.8,366.25,82.45,607.85,605.1,1635.8,282.98,416.25,93.85,2762.96,299.78,30.25,1068.9,53.45,1122.15,920.75
20929.01,479.97,981.8,366.25,82.45,607.85,605.1,1635.8,282.98,416.25,93.85,2762.96,299.78,30.25,1068.9,53.45,1122.15,920.75
20570.28,474.45,972.55,364.65,82.05,609.25,607.95,1633.7,288.39,413.95,91.75,2696.3,281.11,29.65,1073.45,52.15,1123.15,913.8
20683.52,473.35,969.4,359.05,80.45,607.85,618.6,1634.25,283.92,418.8,80.95,2651.5,266.61,30.1,1075.8,52.95,1127.9,883.05
20725.43,483.85,977.4,341.2,81.1,599.38,616.75,1636.9,285.74,417.1,82.25,2691.6,264.89,27.9,1068.65,54.25,1136.8,894.45
20767.88,480.51,965.4,339.8,79.2,584.07,603.85,1513,282.05,411.6,79.05,2681.17,261.06,28.5,1065,54.15,1150.55,892.1
20864.97,478.52,947.45,343.65,80,588.87,610.3,1506.75,279.19,415.4,81.5,2670.39,263.52,27.55,1063.4,55.8,1165.45,891.95
20893.89,468.83,964.6,349.85,80.95,602.94,620.75,1515.45,279.44,419.65,84.05,2650.51,267.64,28,1076.45,56.8,1178.75,901.45
20882.89,489.62,947.3,347.9,81.75,608.79,622.8,1527.95,277.08,423.35,83.8,2668.86,269.26,29.3,1089.2,57.35,1167.35,900.85
20415.51,512.2,934.7,352.1,82,603.39,638.05,1511.65,281.06,412.05,83.25,2674,266.12,27.3,1093.2,59.05,1172.64,893.2
20547.62,503.79,925.15,352.55,79.9,603.09,630.65,1516.6,280.08,416,82.8,2677.71,264.4,27.55,1100.9,55.1,1177.17,882.8
20607.54,504.29,872.35,356.6,79.75,600.96,631.35,1469.6,278.65,415.35,80.65,2652.49,259.19,27.25,1086.5,55.95,1172.34,883.7
20528.59,492.5,837.25,348.7,78.75,600.12,620.5,1429.55,276.24,415.3,79.55,2696.8,255.75,27.9,1069.4,52.35,1156.03,868.2
20272.91,507.72,869.7,339.05,79.3,597.59,622.9,1438.5,270.19,423.1,80.8,2770.18,261.75,26.9,1070.95,52.85,1153.09,881.35
20249.26,507.72,869.7,339.05,79.3,597.59,622.9,1438.5,270.19,423.1,80.8,2770.18,261.75,26.9,1070.95,52.85,1153.09,881.35
19983.61,498.27,876.3,332.65,80.95,592.69,626.3,1445.15,270.83,421.85,84.95,2795.45,264.94,27.5,1079.1,53.35,1160.82,901.35
19895.1,485.74,881.95,334.55,81.8,598.29,625.65,1464.05,271.18,429.35,83.1,2826.21,257.82,28.7,1082.7,53.6,1162.96,862.45
19915.95,477.83,845.95,332.5,83.95,597.3,639.35,1421.3,268.87,433.1,81.05,2825.86,253.93,27.15,1092.05,54.2,1159.52,872.85
19902.07,474.65,844.95,333.9,85.85,604.83,644.6,1398.35,268.72,431.85,81.8,2806.33,251.03,25.5,1078,54.5,1148.8,869.75
19517.15,480.37,828.1,331.5,84.1,601.85,613.35,1407.35,264.39,435.05,81.65,2739.57,249.71,25.4,1075.3,54.3,1161.76,865.75
19379.77,479.37,808.85,322.55,81.75,604.88,603.45,1406.85,261.59,439.8,81.5,2669.35,245.88,25.4,1087.7,54.6,1152.84,875.05
19727.27,480.37,820.05,328.15,80.95,602.6,600.6,1427.65,260.51,438.1,80.35,2591.91,246.86,25.05,1080.4,53.85,1159.02,862.6
19893.85,481.96,828.1,324.25,81.15,603.84,600.55,1412.15,262.13,436,81.25,2617.78,249.66,25.15,1097,53.55,1174.33,868.5
19856.24,468.18,800,321.95,78,613.75,589.5,1380,257.85,431.9,78.4,2604.57,246.81,24.7,1090.5,52.85,1158.77,854.7
19920.21,468.18,800,321.95,78,613.75,589.5,1380,257.85,431.9,78.4,2604.57,246.81,24.7,1090.5,52.85,1158.77,854.7
19900.96,471.56,788.6,318.25,81.1,621.77,592.55,1357.95,263.41,432,75.9,2615.9,239.78,24.7,1074.7,50.4,1181.66,853.3
20263.71,472.66,817.45,325.1,81.65,615.28,589.75,1367.8,270,433.15,79.1,2547.8,240.81,25.3,1087.75,54.55,1179.47,850.85
20646.64,474.99,830.15,334.6,82.35,623.26,581.3,1385.8,272.26,436.5,79.35,2516.95,245.83,25.8,1103.5,57.15,1193.28,820.55
19962.16,473.15,831.6,336.25,81.25,627.82,568.6,1392.7,274.87,438.7,80.6,2493.9,248.68,25.35,1087.15,56.95,1200.32,817.95
19804.03,475.59,826.2,330,80.85,637.53,556.55,1410.7,269.85,431.4,79.35,2447.82,253.79,26.15,1076.1,57.15,1205.7,821.5
19742.47,481.06,811.45,335.05,79.15,638.47,558.8,1402.05,271.72,426.25,78.9,2382.49,259.83,26.9,1090.2,57.15,1207.6,825.1
19732.76,472.8,847,344.35,82.15,645.41,566.6,1466.05,285.59,429.8,82.9,2380.17,268.82,27.55,1076.95,57.65,1222.66,830.9
19781.88,468.93,888.15,354.15,83,670.93,558,1482.8,294.24,439.5,86.05,2390.95,280.32,27.45,1150.5,59,1170.04,833.95
19997.45,477.88,835.8,337.35,77.95,636.39,546.35,1397.95,278.01,436.55,80.4,2402.37,266.37,25.15,1146.45,58,1137.33,810.3
19997.1,472.85,821.95,337.3,75.6,622.62,541.87,1375.85,275.7,431.75,79.05,2338.98,268.43,25.3,1153.9,58.6,1128.6,808.35
19270.06,448.58,828.6,334.45,76.5,615.48,559.89,1359,281.7,430.45,80.55,2374.63,272.75,25.85,1176.9,59.2,1127.25,821.3
18979.76,452.96,833.65,325.8,78.25,615.98,560.93,1320.6,277.63,440.6,80.3,2358.51,271.97,24.05,1184.3,59.55,1108.5,822.9
18567.55,469.92,813.7,329,76.55,621.13,553.52,1319.55,274.29,437.5,77.3,2422.89,265.73,24.15,1177.15,59.2,1113.94,825.4
18234.66,472.76,816.5,335.45,74.5,637.18,559.64,1360.8,283.57,434.65,76.15,2306.34,266.46,23.2,1195,60.85,1105.31,833.85
18886.13,472.06,807.2,339.1,72.4,648.63,546.2,1338.15,286.81,440.3,71.75,2264.8,256.73,23.75,1196.35,60.3,1088.95,848.8
18619.72,465.94,753.65,313.55,70.9,611.67,526.09,1290.25,283.91,437.6,71.25,2225.24,247.79,24.05,1175.6,61.05,1078.38,823.7
18401.04,465.94,753.65,313.55,70.9,611.67,526.09,1290.25,283.91,437.6,71.25,2225.24,247.79,24.05,1175.6,61.05,1078.38,823.7
17996.15,465.89,727.6,297.3,72.8,621.72,515.64,1298.8,264.91,418.8,71.45,2245.02,246.32,22.4,1165.75,59.85,1077.98,826.85
17968.08,479.02,699.05,297.45,73,610.18,517.48,1277.75,252,419.75,66.65,2209.86,236.29,21.4,1168.46,58.35,1080.92,805.05
18558.13,476.68,694.55,285,72.05,608.89,508.12,1273.2,246.55,405.75,66.1,2201.41,238.9,21.4,1157.22,57.7,1077.28,803.7
18519.44,481.66,727.4,300.55,74.45,632.92,524.35,1299.45,246.75,417.15,68.45,2246.8,247.05,21.7,1170.63,59.6,1093.39,825.75
18312.94,481.36,722.25,298.55,75.8,622.91,517.43,1244.05,244.78,416.95,66.05,2174.85,245.73,21.75,1154.16,57.6,1107.8,817.7
17905.91,471.91,722.15,298.95,76.95,600.71,508.22,1253.7,244,397.25,66.75,2150.47,246.47,21.4,1145.98,58.35,1125.06,796.55
18246.04,468.93,704.75,287.75,77,587.68,502.8,1235.8,239.33,398.5,66.95,2156.9,247.45,21.3,1114.76,55.6,1111.34,789.3
18307.52,452.51,705.1,294.25,74.55,588.72,494.84,1258.75,254.55,396.75,68.4,2177.77,247.25,21.9,1134.19,57.4,1116.73,792.8
18598.18,457.29,744.6,307,77.75,603.19,514.6,1308.45,262.95,398.65,72.15,2177.77,253.88,22.3,1153.77,60.4,1129.15,828.85
19367.59,446.05,738.75,308.6,78.05,596.16,504.94,1295.35,271.54,396,71.3,2199.58,257.72,22.1,1166.29,60.3,1149.45,850.1
19229.84,442.56,725.4,313.45,74.95,587.04,499.81,1289.45,264.08,401.75,69.85,2254.37,251.48,21.95,1156.33,59.7,1154.98,816.4
18946.98,439.43,708.6,298.6,73.7,582.53,480.3,1285.1,246.16,392.3,68,2180.39,248.92,21.65,1161.95,60.05,1142.71,830
18789.34,445.35,733.25,318.7,73.6,585.95,505.14,1298.45,252,401.15,69.15,2271.82,254.82,22.4,1164.76,63.2,1151.64,846.5
18664.88,453.41,738.3,317.35,75.05,583.47,517.68,1309.05,257.01,400.4,68.15,2212.44,258.7,21.4,1168.81,66.5,1148.65,854.05
18733.04,453.85,756.65,335.85,73.25,593.13,539.53,1324.7,266.97,414.3,69.05,2314.85,262.09,22.2,1166.64,63.35,1164.61,879.2
19182.26,457.68,798.05,342.7,77.85,610.23,547.69,1392.1,284.21,420.15,73.4,2256.99,271.08,23.9,1197.21,60.35,1153.69,920.3
19164.02,457.68,798.05,342.7,77.85,610.23,547.69,1392.1,284.21,420.15,73.4,2256.99,271.08,23.9,1197.21,60.35,1153.69,920.3
19317.19,464.35,803.9,346.4,76.3,615.73,544.91,1397.5,269.97,423.6,74.05,2264.8,273.74,23.45,1217.77,57.5,1146.45,918.45
19345.7,452.46,785.12,341.9,75.15,609.24,538.09,1370.85,272.62,415,72.2,2275.24,272.85,23.6,1169.99,54.8,1129.45,901.1
19348.34,444.16,768.09,337.4,77.7,594.17,504.79,1378.06,268.15,410.7,71.3,2266.78,267.05,23,1141.74,52.2,1132.69,870.15
19593.28,444.16,768.09,337.4,77.7,594.17,504.79,1378.06,268.15,410.7,71.3,2266.78,267.05,23,1141.74,52.2,1132.69,870.15
19748.19,447.69,768.88,326.8,76.95,597.79,521.71,1326.51,267.61,390.8,70.3,2183.8,266.81,21.9,1125.02,49.75,1136.83,874.5
19804.76,448.93,783,323.4,71.35,602.6,535.4,1326.31,262.9,391.85,67.45,2225.24,263.52,20.9,1120.14,47.4,1147,845.65
20090.68,447.29,801.22,336.6,83.7,612.85,546.85,1337.2,271.83,393.75,70.1,2251.15,279.29,21.35,1110.87,47.45,1139.29,876.85
20302.13,436.45,817.36,344.7,84.35,609.93,552.52,1329.54,272.13,397.63,67.25,2285.77,274.91,21.65,1104.51,48.6,1164.16,901.4
20159.12,433.91,831.25,343.7,87.8,628.46,564.17,1332.32,275.22,401.16,68.7,2331.11,275.95,24.1,1103.91,49.65,1174.16,926.2
20149.85,435,833.36,344.9,87.95,607.95,561.48,1319.4,285.63,398.92,71.4,2411.27,281.94,24.35,1082.37,51.55,1176.95,963.55
20128.41,417.55,836.41,321.45,86.05,620.14,572.13,1334.66,275.76,405.99,70.1,2408.21,290.59,25.15,1110.62,57.25,1180.83,928.7
19948.73,406.36,828.34,334,88.1,632.97,566.91,1342.37,292.26,409.77,71.9,2413.15,292.8,25.3,1124.87,60.65,1179.04,921.85
19851.23,380.79,832.57,337.35,88.95,657.35,278.15,1367.07,298.44,412.85,75.8,2431.89,297.96,25.9,1142.23,63.7,1178.69,907.45
20034.48,374.27,840.7,336.7,88.3,680.34,272.22,1405.99,299.62,407.68,78.6,2434.96,306.12,26.2,1172.7,64.6,1178.44,878
19958.47,389.89,853.64,337.3,91.21,702.89,280.62,1407.64,302.96,413.25,80.8,2469.38,307.34,26.55,1175.17,66.5,1177.99,894.2
19676.06,382.18,888.59,330.1,93.09,712.45,275.51,1441.74,306.15,406.44,85.05,2513.29,325.77,27.1,1186.46,68.25,1181.77,916.7
19294.12,390.89,888,335.5,92.25,690.45,276.24,1441.14,301.73,409.07,85.3,2479.96,323.85,27.6,1173.94,66.05,1180.78,928.85
19439.48,388.7,959.63,330.05,91.21,680.44,268.83,1441.89,310.57,412.6,84.6,2474.17,320.95,27.75,1180.79,66.05,1176.95,928.65
19324.77,382.98,970.11,322.55,91.8,682.33,278.16,1438.16,308.36,411.06,88.2,2472.29,323.17,27.45,1185.92,67.1,1177.2,933.65
19495.82,384.42,953.03,315.85,89.78,678.61,277.01,1414.15,295.3,404.69,84.35,2478.82,320.12,27.25,1195.14,66.2,1175.9,924.25
19410.84,373.38,956.38,321.25,88.05,617.71,278.6,1403.06,294.17,400.12,87.05,2521.94,324.39,27.45,1203.92,66.75,1172.87,903.7
19177.76,379.99,990.3,314.7,87.26,608.3,275.69,1439.15,290.44,405.89,92.15,2520.56,337.86,28,1207.52,66.95,1169.49,907.8
19463.82,373.53,978.73,304.95,88.3,596.01,275.8,1444.27,290.93,402.95,90.3,2525.26,338.55,27.7,1212.55,66.3,1170.33,895.15
19577.39,361.44,952.84,300,87.12,595.51,272.53,1497.96,299.08,397.53,90.8,2466.51,342.57,28.25,1211.56,66.3,1160.23,886.45
19395.81,363.08,618.53,290.4,85.19,589.66,269.02,1535.29,291.28,397.98,88.8,2395.88,338.1,28.15,1217.13,65.35,1157.9,887.65
18875.95,358.31,624.7,291.95,84.45,593.48,268.76,1534.25,296.58,398.23,91.6,2353.04,336.38,28.75,1220.98,66.2,1157.35,894.65
18552.12,354.18,614.29,293.45,83.91,598.04,259.5,1542.65,298.93,394.6,88.5,2367.51,333.19,29.1,1225.51,66.2,1150.14,868.5
18629.15,348.96,616.85,295.55,84.5,597.7,257.5,1545.48,309.74,397.08,88.9,2281.01,343.12,27.9,1239.96,66.6,1148.35,875.1
18540.89,348.91,613.83,301.25,84.35,589.46,256.46,1549.86,302.91,392.61,88.1,2285.77,344.44,28.1,1230,66.2,1125.46,866.35
18774.24,341.65,609.41,294.25,81.44,576.36,253.83,1551.99,305.46,394.94,88.85,2341.55,340.66,27.9,1229.8,65.6,1105.57,844.3
18719.29,351.2,625.69,302.75,85.63,576.9,250.7,1570.04,316.46,395.24,92.85,2338.76,347.54,29.35,1245.73,67.65,1096.17,852.5
19245.7,349.36,634.46,295.35,87.26,576.6,249.87,1595.94,322.35,395.09,94.6,2367.85,349.65,30.35,1247.85,67,1101.74,839.5
19223.28,347.96,614.42,291.4,84.94,574.05,250.98,1529.08,324.12,389.47,90.05,2349.24,344.2,28.45,1258.16,61,1105.37,833.1
19325.87,345.58,590.88,281.1,80.35,577.93,242.28,1512.77,314.74,385.79,88.25,2335.68,336.43,26.75,1227.54,58.15,1095.57,805.95
19177.93,340.75,592.45,278.45,79.47,577.24,234,1537.53,302.22,377.98,89.9,2407.85,344.83,26.65,1238.83,58.8,1105.62,805.25
18827.16,337.47,598.51,295.4,79.37,576.55,236.07,1538.92,304.58,378.33,92.3,2427.23,343.8,26.8,1239.67,59.85,1112.78,817.85
19041.13,339.87,592.87,283.1,81.04,573.41,235.9,1535.29,293.44,378.08,96.8,2495.89,344.05,27.05,1232.42,59.65,1120.29,833.95
19143,342.03,609.93,292.55,80.55,579.74,236.38,1545.93,302.42,379.47,100.6,2525.22,360.21,27.5,1267.03,62.75,1130.74,828.95
19441.07,340.65,611,288.6,79.96,582,240.85,1516.95,294.86,377.23,105.05,2500.79,357.76,28.25,1298,62.4,1136.81,818.5
19429.23,336.34,628.97,299.7,81.54,583.57,239.19,1535.24,303.11,377.93,109.85,2551.13,370.63,28.8,1304.16,65.7,1135.31,827.35
19519.49,334.43,629.38,291.45,82.18,584.4,241.67,1529.33,302.37,377.83,109.3,2530.02,373.04,29.15,1298.05,67.65,1137.4,820.8
19568.22,331.44,636.67,296.4,81.24,584.31,242.35,1526.69,306.89,378.23,110.25,2549.06,372.74,28.8,1280.84,69.85,1140.98,819.35
19545.78,331.05,630.28,289.1,79.91,582.15,237.13,1506.26,306.2,376.04,111.75,2533.63,367.73,28.8,1303.23,70.05,1153.47,811.3
19610.48,333.4,609.52,287.6,77.05,583.57,236.28,1447.06,303.55,376.94,110,2531.08,365.96,28.8,1298.79,69.45,1157.45,807.25
19760.3,337.91,611.42,277.95,79.02,582.49,244.13,1470.52,303.84,382.21,110.7,2503.19,369.5,29.6,1328.23,70.65,1160.08,801.2
20215.4,338.3,614.64,278.55,81.49,581.9,244.82,1482.4,302.91,378.43,109.75,2534.93,370.68,29.85,1294.6,71.7,1158.74,806.35
20147.64,336,615.14,284,86.57,581.61,248.72,1512.18,315.23,371.36,113.6,2502.09,372.01,31.35,1332.03,74.1,1158.84,871.9
20160.82,329.04,618.11,288.35,87.51,580.04,252.01,1545.83,314.1,370.82,117.25,2560.17,372.79,32.55,1314.13,73.4,1154.81,877.9
20030.77,323.64,624.94,295.45,87.02,579.79,253.56,1577.99,318.13,373.25,120.1,2508.05,372.65,34.15,1318.96,74.7,1154.17,888.1
19704.33,319.23,621.13,302,87.81,579.2,258.39,1559.5,318.67,373.45,117.4,2568.25,375.59,31.15,1315.31,74.65,1145.81,865.3
19674.33,324.38,616.63,304.1,87.91,579.65,253.54,1539.81,312.58,373.35,117.78,2566.08,380.51,28.65,1304.16,76.6,1151.48,864.15
20062.24,319.28,607.15,303.65,87.07,581.02,253.22,1560.49,311.8,366.64,118.07,2554.69,380.41,28.3,1287,77.55,1120.79,810.6
20111.61,320.16,613.3,300.55,88.1,581.36,260.18,1596.78,320.93,368.58,115.31,2631.57,380.8,29,1290.6,76.45,934.01,804.05
20223.98,330.56,624.26,315.9,89.14,583.37,266.97,1628.15,327.65,381.06,118.64,2606.23,399.42,29.85,1253.57,79,929.53,825.85
20286.12,333.2,633.15,314.3,88.84,582.93,265.31,1624.42,327.95,399.52,117.35,2518.87,400.79,30.5,1261.41,77.7,922.77,825.8
20247.33,334.08,636.6,314.2,89.78,580.09,247.75,1645.25,327.26,394.55,118.92,2528.05,394.5,31.05,1270.68,78.85,935.05,832.45
20212.96,333.45,641.22,309.15,90.47,580.48,252.56,1639.48,321.03,399.27,117.97,2469.1,391.77,31,1239.27,78.8,920.13,828.35
19722.29,330.07,637.5,299.25,90.22,575.33,241.31,1657.63,319.06,406.19,117.45,2464.68,382.34,30.85,1235.92,77.75,916.75,800.35
19691.67,330.41,620.76,300.6,86.97,574.25,250.49,1637.44,321.76,412.9,116.16,2447.66,380.27,31.15,1226.75,75.6,933.86,798.9
20082.62,335.36,663.84,310.8,89.58,574.3,249.33,1677.61,322.94,413.15,118.45,2499.16,390.74,33.2,1235.23,78.85,959.13,805.85
19939.04,332.32,703.03,303.97,91.56,574.79,242.3,1688.6,321.17,414.99,121.63,2502.33,395.2,33.55,1244.94,81.1,962.81,809.95
19990.18,331.54,708.26,307.01,92.35,575.28,240.44,1731.74,326.87,415.29,123.58,2481.22,393.93,33.95,1262.15,81.5,966.04,816.45
19888.95,337.27,710.2,314.64,92.69,574.84,240.23,1699.48,333.84,422.5,122.06,2533.87,393.04,33.8,1304.76,80.6,969.97,812.9
19673.64,340.46,697.38,320.92,91.95,571.89,241.15,1716.58,331.73,420.12,120.87,2515.17,390.18,34.05,1262.65,81.75,958.98,805.05
19575.64,339.33,691.52,321.37,92.84,575.08,242.09,1728.91,329.03,409.37,119.87,2517.04,388.06,34.25,1254.71,81.45,953.41,809.62
19735.77,341.14,665.86,316.18,92.69,572.63,239.82,1693.82,320.59,396.49,115.74,2481.99,379.38,34.75,1224.82,80.65,949.23,803.16
19504.18,341.59,663.73,310.65,91.85,571.6,235.05,1694.41,314.99,393.15,117.11,2358.09,378.54,34.7,1227.83,81.4,954.35,793.19
19387.5,348.15,683.34,323.11,92.79,573.91,232.74,1716.14,320.09,395.44,117.4,2367.89,381.26,36.2,1273.49,83.25,964.75,803.02
19286.72,348.01,683.86,323.86,92.74,573.86,236.03,1650.22,315.18,398.08,117.16,2384.24,376.24,34.45,1221.91,81.8,971.66,797.11
19406.85,345.26,683.6,323.01,92.74,575.67,245.17,1671.1,314.2,404,117.07,2423.76,378.07,34.2,1229.11,80.05,997.13,794.93
19179.36,344.82,690.29,328.99,92.79,568.66,246.51,1682.03,314.1,406.09,120.35,2413.62,353.99,34.4,1176.65,80.1,994.94,780.14
19169.83,350.07,683.07,318.97,92.84,562.52,244.46,1683.18,312.93,402.06,126.39,2428.52,352.72,33.2,1187.89,75.8,949.23,770.56
19016.46,348.6,686.55,316.68,92.54,561.64,244.94,1655.84,318.23,399.27,125.34,2413.19,353.42,33.05,1189.76,74.5,894.96,767.38
18731.16,345.56,679.18,315.68,93.19,561.59,240.52,1670.4,323.24,406.83,130.24,2357.41,358.68,33.55,1178.82,73.95,896.2,739.79
18744.93,341.09,661.87,317.73,93.58,572.63,236.74,1659.17,321.03,403.9,127.58,2429.34,355.07,32.9,1156.53,76.35,890.03,741.72
18357.8,341.09,661.87,317.73,93.58,572.63,236.74,1659.17,321.03,403.9,127.58,2429.34,355.07,32.9,1156.53,76.35,890.03,741.72
18242.56,336.14,668.06,317.98,94.47,489.13,234.18,1670.95,322.65,405.44,129.53,2400.2,355.82,34.2,1166.54,84.75,888.39,702.76
18542.2,323.64,674.65,317.38,93.68,456.41,237.87,1663.74,318.47,407.58,127.67,2390.59,356.24,33.85,1161.11,85.65,894.41,708.77
18414.45,328.64,664.56,303.57,93.43,469.06,242.7,1580.53,320.44,404.74,129.58,2281.73,357.83,34.15,1165.4,87.55,897.89,699.54
18226.48,336.05,657.89,298.49,93.48,470.68,236.52,1527.09,320.73,394.6,130.67,2287.21,355.11,36,1158.9,86.5,890.23,725
18437.78,336.05,657.89,298.49,93.48,470.68,236.52,1527.09,320.73,394.6,130.67,2287.21,355.11,36,1158.9,86.5,890.23,725
18450.23,332.71,671.61,299.79,94.37,473.43,230.72,1530.82,322.45,395.44,133.76,2287.21,354.6,38.35,1152.29,87.8,888.6,745.59
18509.7,361.44,644.46,298.49,93.78,473.87,227.97,1517.44,328.49,399.02,131.53,2213.94,355.58,36.35,1145.14,86.4,890.78,750.61
18801.64,361.44,644.46,298.49,93.78,473.87,227.97,1517.44,328.49,399.02,131.53,2213.94,355.58,36.35,1145.14,86.4,890.78,750.61
